Plant	Name of Plant	Plant Family	Virus Genome	Virus Type	Virus Family	Name of Virus	Virus Strain	Type of Extract	Active Class	Actve Compound	Title of Paper	Name of Author	Reference of Journal	PMID No.
	Ocimum basilicum	Lamiaceae				ADV		Crude ethanol extract			Antiviral activities of extracts and selected pure constituents of Ocimum basilicum	Chiang LC. et. al.	Clin Exp Pharmacol Physiol. 2005 Oct;32(10):811-6	16173941
	Ocimum basilicum	Lamiaceae	RNA	Class IV	Picornaviridae	Cox		Crude ethanol extract			Antiviral activities of extracts and selected pure constituents of Ocimum basilicum	Chiang LC. et. al.	Clin Exp Pharmacol Physiol. 2005 Oct;32(10):811-6	16173941
	Ocimum basilicum	Lamiaceae				EV		Crude ethanol extract			Antiviral activities of extracts and selected pure constituents of Ocimum basilicum	Chiang LC. et. al.	Clin Exp Pharmacol Physiol. 2005 Oct;32(10):811-6	16173941
	Lagerstroemia speciosa	Lythraceae				Retrovirus				Orobol 7-O-D-glucoside	Inhibitory effects of orobol 7-O-D-glucoside from banaba (Lagerstroemia speciosa L.) on human rhinoviruses replication	Choi HJ. et. al.	Lett Appl Microbiol. 2010 Jul;51(1):1-5	20497313
	Lagerstroemia speciosa	Lythraceae				Retrovirus				Orobol 7-O-D-glucoside	Inhibitory effects of orobol 7-O-D-glucoside from banaba (Lagerstroemia speciosa L.) on human rhinoviruses replication	Choi HJ. et. al.	Lett Appl Microbiol. 2010 Jul;51(1):1-5	20497313
	Lagerstroemia speciosa	Lythraceae				Retrovirus				Orobol 7-O-D-glucoside	Inhibitory effects of orobol 7-O-D-glucoside from banaba (Lagerstroemia speciosa L.) on human rhinoviruses replication	Choi HJ. et. al.	Lett Appl Microbiol. 2010 Jul;51(1):1-5	20497313
	Lagerstroemia speciosa	Lythraceae				Retrovirus				Orobol 7-O-D-glucoside	Inhibitory effects of orobol 7-O-D-glucoside from banaba (Lagerstroemia speciosa L.) on human rhinoviruses replication	Choi HJ. et. al.	Lett Appl Microbiol. 2010 Jul;51(1):1-5	20497313
	Lagerstroemia speciosa	Lythraceae				Retrovirus				Orobol 7-O-D-glucoside	Inhibitory effects of orobol 7-O-D-glucoside from banaba (Lagerstroemia speciosa L.) on human rhinoviruses replication	Choi HJ. et. al.	Lett Appl Microbiol. 2010 Jul;51(1):1-5	20497313
	Lagerstroemia speciosa	Lythraceae				Retrovirus				Orobol 7-O-D-glucoside	Inhibitory effects of orobol 7-O-D-glucoside from banaba (Lagerstroemia speciosa L.) on human rhinoviruses replication	Choi HJ. et. al.	Lett Appl Microbiol. 2010 Jul;51(1):1-5	20497313
	Lagerstroemia speciosa	Lythraceae				Retrovirus				Orobol 7-O-D-glucoside	Inhibitory effects of orobol 7-O-D-glucoside from banaba (Lagerstroemia speciosa L.) on human rhinoviruses replication	Choi HJ. et. al.	Lett Appl Microbiol. 2010 Jul;51(1):1-5	20497313
	Plantago major	Plantaginaceae	DNA	Class I	Herpesviridae	HSV		Aqueous extract		Caffeic acid	Antiviral activity of Plantago major extracts and related compounds in vitro	Chiang LC. et. al.	Antiviral Res. 2002 Jul;55(1):53-62	12076751
	Plantago major	Plantaginaceae	DNA	Class I	Herpesviridae	HSV		Aqueous extract		Caffeic acid	Antiviral activity of Plantago major extracts and related compounds in vitro	Chiang LC. et. al.	Antiviral Res. 2002 Jul;55(1):53-62	12076751
	Plantago major	Plantaginaceae				ADV		Aqueous extract		Caffeic acid	Antiviral activity of Plantago major extracts and related compounds in vitro	Chiang LC. et. al.	Antiviral Res. 2002 Jul;55(1):53-62	12076751
	Plantago major	Plantaginaceae				ADV		Aqueous extract		Chlorogenic acid	Antiviral activity of Plantago major extracts and related compounds in vitro	Chiang LC. et. al.	Antiviral Res. 2002 Jul;55(1):53-62	12076751
	Woodfordia fruticosa	Lythraceae				EV					n vitro anti-enterovirus 71 activity of gallic acid from Woodfordia fruticosa flowers	Choi HJ. et. al.	Lett Appl Microbiol. 2010 Apr;50(4):438-40	20149083
	Lagerstroemia speciosa	Lythraceae				Retrovirus				Quercetin 7-glucoside	Anti-human rhinovirus 2 activity and mode of action of quercetin-7-glucoside from Lagerstroemia speciosa	Song HJ. et. al.	J Med Food. 2013 Apr;16(4):274-9	23566054
	Brachyglottis monroi	Asteraceae				Retrovirus				13(E)-labd-13-ene-8alpha,15-diol	Antiviral and anticancer activities of 13(E)-labd-13-ene-8alpha,15-diol isolated from Brachyglottis monroi	Choi HJ. et. al.	Phytother Res. 2010 Feb;24(2):169-74	19504469
	Brachyglottis monroi	Asteraceae				Retrovirus				13(E)-labd-13-ene-8alpha,15-diol	Antiviral and anticancer activities of 13(E)-labd-13-ene-8alpha,15-diol isolated from Brachyglottis monroi	Choi HJ. et. al.	Phytother Res. 2010 Feb;24(2):169-74	19504469
	Caesalpinia pulcherrima	Fabaceae				ADV		Aqueous extract	Flavonoids	Quercetin	In vitro antiviral activities of Caesalpinia pulcherrima and its related flavonoids	Chiang LC. et. al.	J Antimicrob Chemother. 2003 Aug;52(2):194-8. Epub 2003 Jul 1	12837746
Angiosperm(Phanerogams)	Acacia arabica	Fabaceae	DNA	Class I	Poxviridae	Goatpox virus					In vitro antiviral activity of plant extracts on goatpox virus replication	Bhanuprakash V. et. al.	Indian J Exp Biol. 2008 Feb;46(2):120-7	18335810
Angiosperm(Phanerogams)	Eugenia jambolana	Myrtaceae	DNA	Class I	Poxviridae	Goatpox virus					In vitro antiviral activity of plant extracts on goatpox virus replication	Bhanuprakash V. et. al.	Indian J Exp Biol. 2008 Feb;46(2):120-8	18335810
Angiosperm(Phanerogams)	Rhapis excelsa	Arecaceae	RNA	Class IV	Togaviridae	CHIKV		Chloroform extract			Investigation of twenty selected medicinal plants from Malaysia for anti-Chikungunya virus activity.	Chan YS. et. al.	Int Microbiol. 2016 Sep;19(3):175-182	28494087
Angiosperm(Phanerogams)	Vernonia amygdalina	Asteraceae	RNA	Class IV	Togaviridae	CHIKV		Ethyl acetate extract			Investigation of twenty selected medicinal plants from Malaysia for anti-Chikungunya virus activity.	Chan YS. et. al.	Int Microbiol. 2016 Sep;19(3):175-182	28494087
Angiosperm(Phanerogams)	Toddalia asiatica	Rutaceae	RNA	Class V	Orthomyxoviridae	Influenza virus	H1N1				Identification of antiviral activity of Toddalia asiatica against influenza type A virus	Lu SY. et. al.	Zhongguo Zhong Yao Za Zhi. 2005 Jul;30(13):998-1001	16161428
Angiosperm(Phanerogams)	Clinacanthus siamensis	Acanthaceae	RNA	Class V	Orthomyxoviridae	Influenza virus	H1N1	Ethanolic extract			Effects of Clinacanthus siamensis leaf extract on influenza virus infection	Wirotesangthong M. et. al.	Microbiol Immunol. 2009 Feb;53(2):66-74	19291089
Angiosperm(Phanerogams)	Aronia melanocarpa	Rosaceae	RNA	Class V	Orthomyxoviridae	Influenza virus	Influenza virus-A				Current knowledge of Aronia melanocarpa as a medicinal plant	Valcheva-Kuzmanova SV. et. al.	Folia Med (Plovdiv). 2006;48(2):11-7	17408071
Angiosperm(Phanerogams)	Eugenia jambolana Lam.	Myrtaceae	RNA	Class V	Orthomyxoviridae	Influenza virus	H5N1	Crude extract			Antiviral activity of crude extracts of Eugenia jambolana Lam. against highly pathogenic avian influenza (H5N1) virus	Sood R. et. al.	Indian J Exp Biol. 2012 Mar;50(3):179-86	22439432
Angiosperm(Phanerogams)	Agrimonia pilosa	Rosaceae	RNA	Class V	Orthomyxoviridae	Influenza virus	H1N1				Broad-spectrum antiviral effect of Agrimonia pilosa extract on influenza viruses	Shin WJ. et. al.	Microbiol Immunol. 2010;54(1):11-9	20055938
Angiosperm(Phanerogams)	Agrimonia pilosa	Rosaceae	RNA	Class V	Orthomyxoviridae	Influenza virus	H3N2				Broad-spectrum antiviral effect of Agrimonia pilosa extract on influenza viruses	Shin WJ. et. al.	Microbiol Immunol. 2010;54(1):11-9	20055938
Angiosperm(Phanerogams)	Trichosanthes kirilowii	Cucurbitaceae	RNA	Class VI	Retroviridae	HIV	HIV-1				TAP 29: an anti-human immunodeficiency virus protein from Trichosanthes kirilowii that is nontoxic to intact cells	Lee-Huang S. et. al.	Proc Natl Acad Sci U S A. 1991 Aug 1;88(15):6570-4	1713684
Angiosperm(Phanerogams)	Shepherdia argentea	Elaeagnaceae	RNA	Class VI	Retroviridae	HIV	HIV-1		Tannins	Shephagenins A and B, hippophaenin A, strictinin	New hydrolyzable tannins, shephagenins A and B, from Shepherdia argentea as HIV-1 reverse transcriptase inhibitors	Yoshida T. et. Al	Chem Pharm Bull (Tokyo). 1996 Aug;44(8):1436-9	8795264
Angiosperm(Phanerogams)	Phaseolus vulgaris	Fabaceae	RNA	Class VI	Retroviridae	HIV	HIV-1		Lectins		Examination of lectins, polysaccharopeptide, polysaccharide, alkaloid, coumarin and trypsin inhibitors for inhibitory activity against human immunodeficiency virus reverse transcriptase and glycohydrolases	Wang HX. and Ng TB.	Planta Med. 2001 Oct;67(7):669-72	11582548
Angiosperm(Phanerogams)	Momordica charantia	Cucurbitaceae	RNA	Class VI	Retroviridae	HIV	HIV-1		Lectins		Examination of lectins, polysaccharopeptide, polysaccharide, alkaloid, coumarin and trypsin inhibitors for inhibitory activity against human immunodeficiency virus reverse transcriptase and glycohydrolases	Wang HX. and Ng TB.	Planta Med. 2001 Oct;67(7):669-73	11582548
Angiosperm(Phanerogams)	Ricinus communis	Euphorbiaceae	RNA	Class VI	Retroviridae	HIV	HIV-1		Lectins		Examination of lectins, polysaccharopeptide, polysaccharide, alkaloid, coumarin and trypsin inhibitors for inhibitory activity against human immunodeficiency virus reverse transcriptase and glycohydrolases	Wang HX. and Ng TB.	Planta Med. 2001 Oct;67(7):669-74	11582548
Thallophyta	Cryptoporus volvatus	Polyporaceae	RNA	Class V	Orthomyxoviridae	Influenza virus	H1N1			Cryptoporic acid E	Cryptoporic acid E from Cryptoporus volvatus inhibits influenza virus replication in vitro	Gao L. et. al.	Antiviral Res. 2017 Jul;143:106-112	28232246
Thallophyta	Cryptoporus volvatus	Polyporaceae	RNA	Class V	Orthomyxoviridae	Influenza virus	H3N2			Cryptoporic acid E	Cryptoporic acid E from Cryptoporus volvatus inhibits influenza virus replication in vitro	Gao L. et. al.	Antiviral Res. 2017 Jul;143:106-112	28232246
Angiosperm(Phanerogams)	Sophora flavescens	Fabaceae	RNA	Class III	Reoviridae	RV	HRV1-3			kuraridin	In vitro anti-reovirus activity of kuraridin isolated from Sophora flavescens against viral replication and hemagglutination	Kwon HJ. et. al.	J Pharmacol Sci. 2015 Aug;128(4):159-69	26076959
Angiosperm(Phanerogams)	Sophora flavescens	Fabaceae	RNA	Class III	Reoviridae	RV	PRV			kuraridin	In vitro anti-reovirus activity of kuraridin isolated from Sophora flavescens against viral replication and hemagglutination	Kwon HJ. et. al.	J Pharmacol Sci. 2015 Aug;128(4):159-69	26076959
Angiosperm(Phanerogams)	Basella rubra L	Basellaceae	DNA	Class I	Herpesviridae	HSV	HSV-2	Hot water extract	Polysaccharides	Arabinogalactan type I BRN3	Structures and anti-HSV-2 activities of neutral polysaccharides from an edible plant, Basella rubra L	Dong CX. et. al.	Int J Biol Macromol. 2012 Jan 1;50(1):245-9	22085753
Angiosperm(Phanerogams)	Portulaca oleracea L.	Portulacaceae	DNA	Class I	Herpesviridae	HSV	HSV-3		Polysaccharides	Arabinoglucomannan	Characterization of structures and antiviral effects of polysaccharides from Portulaca oleracea L.	Dong CX. et. al.	Chem Pharm Bull (Tokyo). 2010 Apr;58(4):507-10	20410633
Angiosperm(Phanerogams)	Isatis indigotica	Brassicaceae	RNA	Class IV	Flaviviridae	JEV	JEV-1				Antiviral Activity of Isatis indigotica Extract and Its Derived Indirubin against Japanese Encephalitis Virus	Chang SJ. et. al.	Evid Based Complement Alternat Med. 2012;2012:925830	22911608
Angiosperm(Phanerogams)	Artemisia rupestris L.	Asteraceae	RNA	Class V	Orthomyxoviridae	Influenza virus				Rupestonic acid	Virucidal, antiviral and immunomodulatory activities of β-escin and Aesculus hippocastanum extract	Yong J. et. al.	Mini Rev Med Chem. 2013 Feb;13(2):310-5	22625417
Angiosperm(Phanerogams)	Eucalyptus maideni	Myrtaceae	DNA	Class I	Herpesviridae	HSV	HSV-1				Phloroglucinol glycosides from the fresh fruits of Eucalyptus maideni	Tian LW. et. al.	J Nat Prod. 2010 Feb 26;73(2):160-3	20092288
Angiosperm(Phanerogams)	Nervilia fordii	Orchidaceae	DNA	Class I	Herpesviridae	HSV	HSV-1			Esculetin	7-O-methylkaempferol and -quercetin glycosides from the whole plant of Nervilia fordii	Tian LW. et. al.	J Nat Prod. 2009 Jun;72(6):1057-60. doi: 10.1021/np800760p	19422205
Angiosperm(Phanerogams)	Ficus ischnopoda	Moraceae	DNA	Class I	Herpesviridae	HSV	HSV-1		Flavones	Luteolin triglycoside	A new luteolin triglycoside from Ficus ischnopoda leaves	Xu ZS. et. al.	Nat Prod Res. 2014;28(14):1052-7	24707816
Angiosperm(Phanerogams)	Ficus benjamina	Moraceae	DNA	Class I	Herpesviridae	HSV	HSV-1	Crude ethanol extract	Flavones	Quercetin 3-O-rutinoside, Kaempferol 3-O-rutinoside, Kaempferol 3-O-robinobioside	Potent antiviral flavone glycosides from Ficus benjamina leaves	Yarmolinsky L. et. al.	Fitoterapia. 2012 Mar;83(2):362-7	22155188
Angiosperm(Phanerogams)	Ficus benjamina	Moraceae	DNA	Class I	Herpesviridae	HSV	HSV-2	Crude ethanol extract	Flavones	Quercetin 3-O-rutinoside, Kaempferol 3-O-rutinoside, Kaempferol 3-O-robinobioside	Potent antiviral flavone glycosides from Ficus benjamina leaves	Yarmolinsky L. et. al.	Fitoterapia. 2012 Mar;83(2):362-8	22155188
Angiosperm(Phanerogams)	Ficus benjamina	Moraceae	DNA	Class I	Herpesviridae	VZV		Crude ethanol extract	Flavones	Quercetin 3-O-rutinoside, Kaempferol 3-O-rutinoside, Kaempferol 3-O-robinobioside	Potent antiviral flavone glycosides from Ficus benjamina leaves	Yarmolinsky L. et. al.	Fitoterapia. 2012 Mar;83(2):362-9	22155188
Angiosperm(Phanerogams)	Ficus carica	Moraceae	DNA	Class I	Herpesviridae	HSV	HSV-1	Hexanic, Hexane-ethyl acetate			In vitro cytotoxic and antiviral activities of Ficus carica latex extracts	Lazreg Aref H. et. al.	Nat Prod Res. 2011 Feb;25(3):310-9	21294043
Angiosperm(Phanerogams)	Ficus carica	Moraceae	RNA	Group IV	Picornaviridae	ECV	-ECV 11.00	Hexanic, Hexane-ethyl acetate			In vitro cytotoxic and antiviral activities of Ficus carica latex extracts	Lazreg Aref H. et. al.	Nat Prod Res. 2011 Feb;25(3):310-10	21294043
Angiosperm(Phanerogams)	Rhododendron ferrugineum L.	Ericaceae	DNA	Class I	Herpesviridae	HSV	HSV-1	Aqueous extract	Polyphenols		Inhibition of viral adsorption and penetration by an aqueous extract from Rhododendron ferrugineum L. as antiviral principle against herpes simplex virus type-1	Gescher K. et. al.	Fitoterapia. 2011 Apr;82(3):408-13	21129454
Angiosperm(Phanerogams)	Alternanthera philoxeroides Griseb	amaranthaceae	RNA	Class IV	Flaviviridae	DENV					Effects of Alternanthera philoxeroides Griseb against dengue virus in vitro	Jiang WL. et. al.	Di Yi Jun Yi Da Xue Xue Bao. 2005 Apr;25(4):454-6	15837655
Angiosperm(Phanerogams)	Euphorbia hirta	Euphorbiaceae	RNA	Class IV	Flaviviridae	DENV					Ethnopharmacological studies on the uses of Euphorbia hirta in the treatment of dengue in selected indigenous communities in Pangasinan (Philippines)	de Guzman GQ. et. al.	Phytomedicine. 2008 Jan;15(1-2):62-70	27366349
Angiosperm(Phanerogams)	Andrographis paniculata	Acanthaceae	RNA	Class IV	Flaviviridae	DENV	DENV-1	Methanol extract			Screening of anti-dengue activity in methanolic extracts of medicinal plants	Tang LI. et. al.	BMC Complement Altern Med. 2012 Jan 13;12:	22244370
Angiosperm(Phanerogams)	Momordica charantia	Cucurbitaceae	RNA	Class IV	Flaviviridae	DENV	DENV-1	Methanol extract			Screening of anti-dengue activity in methanolic extracts of medicinal plants	Tang LI. et. al.	BMC Complement Altern Med. 2012 Jan 13;12:	22244370
Angiosperm(Phanerogams)	Boesenbergia rotunda (L.)	Zingiberaceae	RNA	Class IV	Flaviviridae	DENV	DENV-2		Flavonoids	Cyclohexenyl chalcone derivatives 4-hydroxypanduratin A, panduratin A	Inhibitory activity of cyclohexenyl chalcone derivatives and flavonoids of fingerroot, Boesenbergia rotunda (L.), towards dengue-2 virus NS3 protease	Kiat TS. et. al.	Bioorg Med Chem Lett. 2006 Jun 15;16(12):3337-40	16621533
Angiosperm(Phanerogams)	Mammea americana	Calophyllaceae	RNA	Class IV	Flaviviridae	DENV		Ethanolic extract		Coumarin A, coumarin B	Antiviral effect of compounds derived from the seeds of Mammea americana and Tabernaemontana cymosa on Dengue and Chikungunya virus infections	Gómez-Calderón C. et. al.	BMC Complement Altern Med. 2017 Jan 18;17(1):57	28100218
Angiosperm(Phanerogams)	Mammea americana	Calophyllaceae	RNA	Class IV	Togaviridae	CHIKV		Ethanolic extract		Coumarin A, coumarin B	Antiviral effect of compounds derived from the seeds of Mammea americana and Tabernaemontana cymosa on Dengue and Chikungunya virus infections	Gómez-Calderón C. et. al.	BMC Complement Altern Med. 2017 Jan 18;17(1):58	28100218
Angiosperm(Phanerogams)	Tabernaemontana cymosa	Apocynaceae	RNA	Class IV	Flaviviridae	DENV		Ethanolic extract		Lupeol acetate, Voacangine	Antiviral effect of compounds derived from the seeds of Mammea americana and Tabernaemontana cymosa on Dengue and Chikungunya virus infections	Gómez-Calderón C. et. al.	BMC Complement Altern Med. 2017 Jan 18;17(1):59	28100218
Angiosperm(Phanerogams)	Andrographis paniculata Nees	Acanthaceae	DNA	Class I	Herpesviridae	HSV	HSV-1			Andrographolide	A potential andrographolide analogue against the replication of herpes simplex virus type 1 in vero cells	Seubsasana S. et. al.	Med Chem. 2011 May;7(3):237-44	21486208
Angiosperm(Phanerogams)	Andrographis paniculata	Acanthaceae	RNA	Class IV	Flaviviridae	HCV				Andrographolide	Andrographolide exerts anti-hepatitis C virus activity by up-regulating haeme oxygenase-1 via the p38 MAPK/Nrf2 pathway in human hepatoma cells	Lee JC. et. al.	Br J Pharmacol. 2014 Jan;171(1):237-52	24117426
Angiosperm(Phanerogams)	Santolina insularis	Asteraceae	DNA	Class I	Herpesviridae	HSV	HSV-1				Inactivation of HSV-1 and HSV-2 and prevention of cell-to-cell virus spread by Santolina insularis essential oil	De Logu A. et. al.	Antiviral Res. 2000 Dec;48(3):177-85	11164504
Angiosperm(Phanerogams)	Santolina insularis	Asteraceae	DNA	Class I	Herpesviridae	HSV	HSV-2				Inactivation of HSV-1 and HSV-2 and prevention of cell-to-cell virus spread by Santolina insularis essential oil	De Logu A. et. al.	Antiviral Res. 2000 Dec;48(3):177-85	11164504
Angiosperm(Phanerogams)	Chamaecyparis lawsoniana	Cupressaceae	DNA	Class I	Herpesviridae	HSV	HSV-2	Ethanolic extract			Antiviral activity of Chamaecyparis lawsoniana extract: study with herpes simplex virus type 2	Debiaggi M. et. al.	Microbiologica. 1988 Jan;11(1):55-61	2832710
Angiosperm(Phanerogams)	Hypericum connatum Lam.	Hypericaceae	DNA	Class I	Herpesviridae	HSV	HSV-1	Methanol extract		luteoforol	Herpes virus inhibitory substances from Hypericum connatum Lam., a plant used in southern Brazil to treat oral lesions	Fritz D. et. al.	J Ethnopharmacol. 2007 Sep 25;113(3):517-20	17719731
Angiosperm(Phanerogams)	Echinacea purpurea	Asteraceae	RNA	Class V	Orthomyxoviridae	Influenza virus					Echinacea purpurea aerial extract alters course of influenza infection in mice	Fusco D. et. al.	Vaccine. 2010 May 21;28(23):3956-62	20382242
Angiosperm(Phanerogams)	Caesalpinia minax	Fabaceae	RNA	Class V	Paramyxoviridae	Parainfluenza virus	Parainfluenza virus-3	Chloroform extract		Cassane furanoditerpenoids, Friedelane triterpenoids	Molecular structures and antiviral activities of naturally occurring and modified cassane furanoditerpenoids and friedelane triterpenoids from Caesalpinia minax	Jiang RW. et. al.	Bioorg Med Chem. 2002 Jul;10(7):2161-70	11983512
